AV JUAREZ,92,36000,GUANAJUATO CENTRO
BLVD. MARIANO J. GARCIA ,1310,36590,EL REFUGIO
BLVD LAZARO CARDENAS ,2,59254,*GUAMUCHIL
BENITO JUAREZ,100,36300,SAN FRANCISCO DEL RINCON CENTRO
BLVD. MIGUEL DE CERVANTES SAAVEDRA  ,2802,37306,GRANADA INFONAVIT
HIDALGO,131,37000,LEON DE LOS ALDAMAS CENTRO
CARRETERA LEON SILAO,KM 14.20,37530,SAN ISIDRO DE JEREZ
TEPETAPA,155,36000,GUANAJUATO CENTRO
CARRETERA FEDERAL GUADALAJA-MEXICO,KM3,36910,SANTA ANA PACUECO
AV. CERRO GORDO,450,37150,LOMAS DEL CAMPESTRE
CALZADA DE GUADALUPE,29,36000,GUANAJUATO CENTRO
BLVD INSURGENTES ,2754,37161,*CAÑADA DEL CAMPESTRE 
BLVD DELTA,1001,37538,VALLE DELTA
BLVD HERMANOS ALDAMA,4098,37490,CIUDAD INDUSTRIAL
FRANCISCO MADERO,206,37000,LEON DE LOS ALDAMAS CENTRO
ADOLFO LOPEZ MATEOS ESQ HERMANOS ALDAMA,202,37000,LEON DE LOS ALDAMAS CENTRO
EBANO,100,36730,BELLAVISTA
BLVD. HIDALGO ,709,37190,HEROES DE CHAPULTEPEC
BLVD SOLIDARIDAD,6828,36544,LOS OLIVOS
PASEO DE LA ALTIPLANICIE,30,36670,VILLAS DE IRAPUATO
PUERTECITO,18,36000,GUANAJUATO CENTRO
CARRETERA A SANTA ANA DEL CONDE,114 B,37680,MONTEBELLO
BLVD EPSILON,838,37490,LOS PINOS
CARR. PANAM. SALAMNACA IRAPUATO ,KM5,36730,BELLAVISTA
VILLANUEVA,223,37480,LEON MODERNO
BLVD. SOLIDARIDAD ,12055,36630,*UNIDAD HABITACIONAL LABORATORIO 
AV. VASCO DE QUIROGA ,1461,36587,LAS ANIMAS
CARR. IRAPUATO-PENJAMO ,KM 46.5,36923,TEPUZA DE ORTIZ
BLVD. ENRIQUE COLUNGA ,2451,36595,LAS CARMELITAS
AV. FAJA DE ORO ,1004-A,36750,OBRERA
BLVD SALIDA A CUERAMARO S,S/N,36200,ROMITA
FAJA DE ORO PROLONGACION  PONIENTE,1119,36747,GUADALUPE
ALVARO OBREGON ,315,37000,LEON DE LOS ALDAMAS CENTRO
BLVD LAZARO CARDENAS,3018,59400,EL FUERTE
BLVD.  AQUILES SERDAN ,500,36310,CUAUHTEMOC
CARRETERA LIBRE SILAO GTO ,3,36050,NORIA ALTA
AV. ARANDAS ESQ. MATO GROSO ,S/N,36525,RESIDENCIAL JACARANDAS
BLVD JOSE MA MORELOS,2303,37210,COUNTRY CLUB LOS NARANJOS
VIA CAMPOS DE ARROZ,105,37490,CIUDAD INDUSTRIAL
GALARZA,100,36000,GUANAJUATO CENTRO
BLVD J ALONSO DE TORRES,528,37330,VISTA HERMOSA NORTE
BLVD HIDALGO,2124,37329,HIDALGO
BLVD IBARRILLA,302,37200,ARBOLEDAS DE IBARRILLA
FRAY CONRADO DE OFFIDA,1130,37237,DEPORTIVA 1
CONCEPCION,801,36310,CUAUHTEMOC
HILARIO MEDINA,420,37260,KILLIAN 1
JUAN BAUTISTA LA SALLE,602,37160,JARDINES DEL MORAL
BLVD. AEROPUERTO,552,37545,SAN JOSE EL ALTO
BLVD AEROPUERTO,KM 3.5,37530,JARDINES DE SANTA JULIA
CARRETERA GTO- MARFIL,KM 1.5,36050,NORIA ALTA
MIGUEL ALEMAN,618,37000,LEON DE LOS ALDAMAS CENTRO
BLVD ANTONIO MADRAZO,3301,37210,VILLAS VASCO DE QUIROGA
BLVD V CARRANZA,601,37390,LOS FRESNOS
BLVD JUAN ALONSO DE TORRES,302,37148,SAN JERONIMO 2DA SECC SUR
BLVD ADOLFO LOPEZ MATEOS,2520,37458,LA LUZ
OTAWA,202,37281,VILLA VERDE
BLVD MARIANO ESCOBEDO,1402,37480,LEON MODERNO
BLVD HILARIO MEDINA,2501,37250,EL CORTIJO
AV. JUAREZ,25 A,36000,GUANAJUATO CENTRO
CARRETERA LEON LAGOS,1002,37370,*FRACCION DEL PREDIO DEL POTRERO DE LA CAJA 
AV PANORAMA,302,37160,PANORAMA
BLVD. PASEO DE LOS INSURGENTES,2302,37160,PANORAMA
MARIANO ABASOLO,2306,36550,LOS PRESIDENTES
HOSPITALES,2,36250,EL CUBO DEL MINERAL
PROLONGACION HIDALGO,103,36100,SILAO CENTRO
AV UNIVERSIDAD,402,37150,LOMAS DEL CAMPESTRE
BLVD LA LUZ,4902,37297,BRISAS DEL CAMPO 1RA SECC
ROCA,102,37160,JARDINES DEL MORAL
DIQUE,302,37160,JARDINES DEL MORAL
PROLONGACION JUAREZ,1302,37380,SAN RAFAEL
BLVD JUAN ALONSO DE TORRES,601,37220,HIDALGO
BLVD JOSE ALONSO DE TORRES,2202,37160,JARDINES DEL MORAL
AV EL ROSARIO,113,37170,CASA BLANCA
BLVD MARIANO ESCOBEDO,4838,37400,CIUDAD SATELITE
PEuON DE GRIBRALTAR,2591,37530,COLINAS DE SANTA JULIA
BLVD GONZALEZ BOCANEGRA,208,37480,LEON MODERNO
AV. LAS PALMAS,432,37360,ARBIDE
CARR.QUERETARO-LEON,km 125,36815,TARETAN
BLVD. MANUEL J CLOUTHIER,1140,36720,LAS REYNAS
CARRETERA YERBABUENA-PUENTECILLAS KM .08,S/N,36251,*HIERBA BUENA
ACAPULCO,320,37260,COECILLO
BLVD AEROPUERTO ,1001,37545,SAN JOSE EL ALTO
BLVD CAMPESTRE,2503,37156,CAMPESTRE EL REFUGIO
COLINAS DE GRAN JARDIN ,501,37138,GRAN JARDIN
CARRETERA IRAPUATO ABASOLO,5811,36560,SANTA ANITA
CARRETERA LIBRE SALAMANCA IRAPUATO,KM 98.2,36875,CRUCITAS
Paseo de la presa de la olla ,83,36000,GUANAJUATO CENTRO
BLVD IGNACIO GARCIA T,31,36597,COLON
CARRETERA FEDERAL 45 TRAMO SILAO,15+40,36270,*NUEVO MEXICO 
LIBRAMIENTO NORTE DE LAGOS DE MORENO,80,47410,*EL TEPEYAC
PINO SUAREZ,210,37000,LEON DE LOS ALDAMAS CENTRO
ARANDAS,1330,36610,ESPANITA
BLVD. NICARAGUA ,301-A,37360,ARBIDE
BLVD LAZARO CARDENAS,2168,36660,JARDINES DE IRAPUATO
BLVD FCO GONZALEZ BOCANEGRA,401,37480,LEON MODERNO
OAXACA,2040,36520,GUERRERO
AV REFORMA,1566,36620,SANTA FE
PASEO DE LAS PLAZAS,496,36620,LAS PLAZAS
BLVD LAZARO CARDENAS,171 A,36690,MODERNA
BLVD VILLAS DE IRAPUATO,2064,36670,VILLAS DE IRAPUATO
AV EJERCITO NACIONAL,13 A,36660,LAS REYNAS
BLVD. VICENTE VALTIERRA  ,6102,37257,JARDINES DE ORIENTE
CAMINO REAL ,60,36050,NORIA ALTA
MORELOS,1400,36700,SALAMANCA CENTRO
BLVD SOLIDARIDAD,15262 A,36821,CAMINO REAL DE LO DE JUAREZ
BLVD  JOSE MARIA MORELOS ,3456,37278,SAN MIGUEL RENTERIA
MIGUEL DE CERVANTES SAAVEDRA ,715,37444,LA PISCINA CTM
RICARDO CASTRO,201,37480,LEON MODERNO
BLVD PASEO SOLIDARIDAD ,12058,36630,*UNIDAD HABITACIONAL LABORATORIO 
BLVD. OROZCO Y JIMENEZ,260,47479,PANTEON
CARRETERA VALLE DE SALAMANCA,KM2,38400,VALLE DE SANTIAGO
BLVD AEROPUERTO,1430,37530,*PREDIO DE LA SANTA CRUZ
AV.EUGENIO GARZA SADA ,702,37150,LOMAS DEL CAMPESTRE
SOSTENES ROCHA,17,36000,GUANAJUATO CENTRO
AV PRADERA,1628,37536,RINCONADA DEL SUR
CARRETERA JUVENTINO ROSAS,KM 7.5,36050,NORIA ALTA
BLVD LOPEZ MATEOS  NTE,3102,37161,*EL ROSARIO
BLVD SOLIDARIDAD,13433,36620,LAS PLAZAS
BLVD. PASEO SOLIDARIDAD 15429 ,15429,36630,EL DORADO
BARRIO DE TEPETAPA,78-C,36000,GUANAJUATO CENTRO
AV MEXICO,402,37328,SAN ANTONIO
BLVD. AMRIANO ESCOBEDO,3731,37510,PARQUE MANZANARES
Carretera Federal tramo Queretaro Leon  km 2.5,2173,36826,LAS MALVAS
BLVD MORELOS,1103,36760,COLORINES
BLVD. PASEO DEL JEREZ,229,37530,JARDINES DE JEREZ 1RA SECC
5 DE MAYO,99,36100,SILAO CENTRO
CARRETERA LA PIEDAD-CARAPAN,5651,59386,LOS MORENO
BLVD. DELTA,202,37545,DELTA DE JEREZ
BLVD JOSE MARIA MORELOS,1718,37138,BALCONES DEL CAMPESTRE
CARR. LAGOS- LEON,302,47450,CANADA DE RICOS
ALHONDIGA,901,37227,LAS TROJES
Libramiento sur,105-A,36390,EL LLANO
BLVD JOSEFA ORTIZ DE DOMINGUEZ,801,36320,NIÑOS HEROES
AV. HACIENDA DE LOS CARCAMOS,202,37138,*PEDREGAL DEL CAMPESTRE
AV HACIENDAS EL ROSARIO,120,37170,CASA BLANCA
PRADERA,2102,37510,PARQUE MANZANARES
CARRETERA SALIDA LA ORDEuA ,KM 1+ 700,36764,RESIDENCIAL
5 DE MAYO,309,37000,LEON DE LOS ALDAMAS CENTRO
LIBRAMIENTO INDEPENDENCIA,101,36400,PURISIMA DE BUSTOS
JUAN NEPOMUCENO HERRERA,680,37160,JARDINES DEL MORAL
PASEO DE LA PRESA,118,36000,GUANAJUATO CENTRO
AV MIGUEL HIDALGO,1,36000,GUANAJUATO CENTRO
 LIBERTAD ,101,37000,LEON DE LOS ALDAMAS CENTRO
CALLE MARIANO JIMENEZ ESQ. FRANCISCO MUJICA ,SN,59400,EL ZARAGOZA
AV. DE LA REFORMA,1859,36612,CIUDAD DEPORTIVA
CARRETERA FEDERAL O IRAPUATO SALAMANCA,213,36542,*BUENAVISTA
PLAZA DE LAS FUENTES ,183,36670,VILLAS DE IRAPUATO
BLVD. NIÑOS HEROES,48,38400,*20 DE NOVIEMBRE.
CARRETERA  FEDERAL QUERETARO LEON ,KM 55.7-A,36158,BUENAVISTA
BOULEVARD TORRES LANDA ,5402,37530,SAN ISIDRO DE JEREZ
BLVD. MARIANO ESCOBEDO,1802 LOCAL,37480,LEON MODERNO
"BLVD. FRANCISCO GONZALE BOCANEGRA ESQ, CON AV. DE ",s/n,37530,JARDINES DE JEREZ 1RA SECC
NICARAGUA,316,37360,ARBIDE
BLVD JOSE MARIA MORELOS,301,37119,EL PELUCHAN 1
HIDALGO,16,36000,GUANAJUATO CENTRO
GUANAJUATO,201,37160,JARDINES DEL MORAL
AV PASEO SOLIDARIDAD,8353,36540,EMILIANO ZAPATA 2
LIBRAMIENTO SUR CARRETERA VALLE DE SANTIAGO-CELAYA,KM3+200,36790,BENITO JUAREZ
AV NIuOS HEROES,501,36300,SAN FRANCISCO DEL RINCON CENTRO
PABLO DEL RIO,123,37160,PANORAMA
ALHONDIGA,45,36000,GUANAJUATO CENTRO
BLVD BICENTENARIO INDEPENDENCIA,1402A,36723,LAZARO CARDENAS
BLVD LAZARO CARDENAS,467,59300,LA PIEDAD DE CAVADAS CENTRO
BLVD OROZCO Y JIMENEZ,2494,47450,*LOS JACALES 
Av Gran Jardin esq. Jardin de los Olivos,605,37134,*LOMA DEL GRAN JARDIN
TANCITARO,639,37220,HIDALGO
BLVD MARIANO ESCOBEDO,5514,37353,LOMAS DE LAS HILAMAS
BLVD. MIGUEL HIDALGO ,1406,36770,NATIVITAS
CARRETERA LEON LAGOS DE MORENO KM1,410,37139,*PREDIO EL LAUREL 
BLVD MANUEL J  CLOUTHIER,1701,36730,BELLAVISTA
FRANCISCO VILLA ,400,36700,SALAMANCA CENTRO
DONATO GUERRA ,401,37320,OBREGON
BLVD LAS TORRES,1902 A,37236,PRESIDENTES DE MEXICO
HIDALGO,213 INT 21,37000,LEON DE LOS ALDAMAS CENTRO
SAN MARCIAL,102 A,37470,SANTA CLARA
BLVD. GUANAJUATO,7,36000,GUANAJUATO CENTRO
ALLENDE,15,36000,GUANAJUATO CENTRO
ALHONDIGA,10,36000,GUANAJUATO CENTRO
EZEQUIEL ORDONES,402,36730,BELLAVISTA
BLVD. JUVENTINO ROSAS,301-LOC 5,36320,LAZARO CARDENAS
CARRETERA JUVENTINO ROSAS KM 5.5,KM 5.5,36050,NORIA ALTA
REVOLUCION,109-A,36700,SALAMANCA CENTRO
BLVD ANTONIO MADRAZO,1101,37218,MISION DE SAN JOSE
TULIPANES,1534,36610,ESPANITA
SAUZ AMARILLLO,1,47530,*EL ARENAL
BLVD. EMILIANO ZAPATA,31,36119,SOPEÑA
CARR SAN FCO DEL RINCON - EL MAGUEY ,2307-A,36446,EL MAGUEY
BLVD CASIMIRO LICEAGA,489,36690,MODERNA
BLVD PASEO DE JEREZ,1830,37530,JARDINES DE SANTA JULIA
BLVD. FCO VILLA ,1103,37257,JARDINES DE ORIENTE
VALLE DE SANTIAGO ,2110,36885,PALO BLANCO
AV GUADALUPE VICTORIA ,1911,36520,GUERRERO
LIBRAMIENTO NORTE ,71,47410,*EL TEPEYAC
BLVD. GONZALEZ BOCANEGRA,1702-A,37480,SAN NICOLAS
MALECON DEL RIO,1901,37500,EL TLACUACHE
PROL RIO MAYO,6302,37530,JARDINES DE SANTA JULIA
PUERTO DE ALMERIA,201,37360,ARBIDE
BLVD LA LUZ ,4402 A,37297,*BRISAS DEL CARMEN 
"CARRETERA  FEDERAL QUERETARO LEON , TRAMO IAPUATO-",KM125 + 89,36810,ALDAMA
BLVD LA LUZ,3501,37280,RINCONADA SAN PEDRO
BLVD MADRAZO,2302 A,37210,VILLAS VASCO DE QUIROGA
ALHONDIGA,9,36000,GUANAJUATO CENTRO
AV JUAREZ ,2900,37450,RIO ESCONDIDO
SOSTENES ROCHA ,888,36530,SAN CAYETANO
BLVD VICENTE VALTIERRA,2638 A,37260,LA CANDELARIA
BLVD TORRES LANDA,3302,37446,LOS LAURELES
BLVD FRANCISCO VILLA,1602,37257,JARDINES DE ORIENTE
AV MANUEL GOMEZ MORIN ,3577-A,36648,SAN JOSE DE JORGE LOPEZ
WAGNER,412,37480,LEON MODERNO
POZA RICA ,203,36730,BELLAVISTA
BLVD ANTONIO MADRAZO,6634,37237,DEPORTIVA 1
BLVD AUTOTRANSPORTISTAS,810,37100,VILLAS DE ECHEVESTE
AV. JUAREZ,230,36000,GUANAJUATO CENTRO
AV. MICHOACAN ,998,59340,MEXICO
BLVD.CAMPESTRE NO. 2810 ,3702,37150,*CAÑADA DEL REFUGIO
BLVD. JOSE MA. MORELOS ,3702,37280,EL REFUGIO
CARR SAN FCO DEL RINCÓN- LEÓN ,KM 5.75,36300,SAN FRANCISCO DEL RINCON CENTRO
BLVD LOS REYES,42,36570,LOS REYES
CARR FED MEX 110 TRAMO LA PIEDAD - YURECUARO,km 17.45,59254,*GUAMUCHIL
BLVD. FRANCISCO VILLA,201,37270,LAS BUGAMBILIAS
CARRETERA A PUEBLO NUEVO,223,36590,EL REFUGIO
BLVD CAMPESTRE ,905,37160,JARDINES DEL MORAL
"AV,. DE LA REFORMA",628,36650,GAMEZ
Carretera Pueblito de Rocha,9-C,36040,PUEBLITO DE ROCHA
BLVD IBARRILLA,1632,37200,*ARBOLEDAS DE LA LUZ
CARRETERA LIBRAMIENTO NORTE-ORIENTE QUERETARO-LEON,7541,36822,CARRIZAL GRANDE
BLVD PRISMA ,847,37238,PRADO HERMOSO
AURELIO ACEVES,2782,44130,ARCOS VALLARTA
GALEANA ,128,45400,TONALA CENTRO
CARRETERA EL SALTO-GUADALAJARA,493,45680,EL SALTO
RIO TOMATLAN,1001,45080,LAS AGUILAS
AV. VALLARTA,4810,45027,JARDINES VALLARTA
VOLCAN DEL COLLI,5595,45070,EL COLLI URBANO
AV. ALCALDE,2302,44220,SANTA MONICA
PASEO LOMAS ALTAS,2176,45128,LOMAS ALTAS
COLOMOS,3519,45588,EL TAPATIO
AV. SOLIDARIDAD IBEROAMERICANA,1000,45580,LA DURAZNERA
JAVIER MINA,697,44320,BELISARIO DOMINGUEZ
AV JALISCO,120,45675,*PASEO DE LOS AGAVES 
CARRET- GUADALAJARA - OCOTLAN,KM 36,45860,ATEQUIZA ESTACION
AV. NICOLAS COPERNICO,4480,45070,ARBOLEDAS
ARCOS,843,44520,JARDINES DEL BOSQUE
AV. MARIANO OTERO ,1010,44520,JARDINES DEL BOSQUE
AV. RAFAEL SANZIO,537,45030,RESIDENCIAL LA ESTANCIA
ISLA GOMERA,3340,44950,RESIDENCIAL JARDINES DEL SUR
KM. 44 CARRET. GUADALAJARA-LA PIEDAD,S/N,45430,ZAPOTLANEJO
SERIS,843-B,44670,MONRAZ
PRISCILIANO SANCHEZ,230,44100,GUADALAJARA CENTRO
MARCELINO GARCIA BARRAGAN,460,44430,OLIMPICA
CARRETERA AUTOPISTA ZAPOTLANEJO-GDL,2651,45430,ZAPOTLANEJO
AV. BAHIA DE TODOS LOS SANTOS,2639,45609,PARQUES DE SANTA MARIA
AV. PROLONGACION COLON,900 INT 22,45609,PARQUES DE SANTA MARIA
BELISARIO DOMINGUEZ,447,44320,BELISARIO DOMINGUEZ
AV. TORRES BODET,3132,45608,EL SAUZ
CARRET. GUADALAJARA-COLIMA KM. 125+250,S/N,45640,BUENAVISTA
CARRET. GUADALAJARA - LA BARCA,KM 109,47910,LA BARCA
CALZ. LAZARO CARDENAS SUR,750-A,47910,LA BARCA
AV. PUERTA DEL SOl,150,45654,*REAL DEL SOL
AV. PATRIA,521,44230,AUTOCINEMA
AV. BOSQUES DE SAN ISIDRO,3065,45133,*CANTERAS DEL CENTINELA 
RAUL QUINTERO,747,44800,ELECTRICISTAS
AV. COLON,2857,44930,COLON INDUSTRIAL Y ANEXO
LUIS PEREZ VERDIA,95,44600,LADRON DE GUEVARA
JOSE BAUTISTA,20,59510,*CENTRO 
AV. LA CALMA,3376-6,45070,LA CALMA
AV. REAL CAMICHINES,990,45540,RESIDENCIAL CAMICHINES
AV. COPERNICO,3989,45070,ARBOLEDAS
AV. CORDILLERAS,140,45020,PRADOS VALLARTA
CALLE F-4,938,44210,JARDINES DEL COUNTRY
AV. ACUEDUCTO,81-A,45610,TOLUQUILLA
AV. SAN IGNACIO,1,45601,*SANTA CRUZ DEL VALLE
AV. CHAPULTEPEC,613,44190,MODERNA
JOSE MA. RODRIGUEZ,2096-C,44298,JARDINES ALCALDE
COLONIAS,188,44160,AMERICANA
CARRET. CHAPALA-JOCOTEPEC,113-A,45900,CHAPALA
CARRETERA GUADALAJARA- MORELIA,3651,45640,BUENAVISTA
AV. MEXICO,2861,44690,VALLARTA NORTE
BELISARIO DOMINGUEZ,932,44340,INDEPENDENCIA ORIENTE
AV. VALLARTA,6658-A,45019,SAN JUAN DE OCOTAN
PROL. AV. ALCALDE,1459,45180,UNIDAD AUDITORIO 2DA SECC
AV. VALLARTA,2590,44130,ARCOS VALLARTA
REFORMA,508,44100,GUADALAJARA CENTRO
AV. CHAPULTEPEC,149,44160,AMERICANA
AV. PATRIA,2410,45070,EL COLLI URBANO
Av. Americas ,1661,44630,JARDINES DE PROVIDENCIA
MARIANO OTERO,1901-A,44560,RESIDENCIAL VICTORIA
Pedro Parra C. ,105,45640,TLAJOMULCO DE ZUNIGA
MORELOS,120,45340,*SAN ISIDRO MAZATEPEC 
CARRETERA A MORELIA,850-B,45645,HACIENDA SAN AGUSTIN
ESTEBAN LOERA,572,44380,ZONA OBLATOS
BLVD. MARCELINO GARCIA BARRAGAN,1550,44430,OLIMPICA
AV. UNIVERSIDAD,410-A,47780,SAN VICENTE
PROF. FAJARDO NTE ,470,59518,*ARBOLEDAS
AV. SOLIDARIDAD IBEROAMERICANA,4490,45693,PINTITAS
AV. PATRIA ,1570-A,45070,EL COLLI URBANO
CARRETERA GUADALAJARA-EL SALTO,6500-A,45685,SAN JOSE DEL CASTILLO
AV. LOMAS DE GINEBRA,700,45650,SANTA ANITA
AV. RUBEN RAMIREZ ,1000,45754,*SAN MIGUEL
CALZADA GONZALEZ GALLO,1000,44430,QUINTA VELARDE
CARRETERA  GDL-COLIMA KM. 17,S/n,45767,*BENITO JUAREZ
PEDRO MORENO,951,44100,GUADALAJARA CENTRO
COLON,2591,44930,COLON INDUSTRIAL Y ANEXO
CARRET. GUADALAJARA-MORELIA,1770-A,45640,TLAJOMULCO DE ZUNIGA
CARRET. GUAD.- EL SALTO,4383,45694,SAN JOSE EL VERDE
CALZ. INDEPENDENCIA NTE.,1705,44379,INDEPENDENCIA
PUEBLA,110,63000,TEPIC CENTRO
REYES HEROLES,2001,45608,EL SAUZ
AV. DE LOS TABACHINES,2995,45188,TABACHINES
CALZADA INDEPENDENCIA NORTE,400,44100,GUADALAJARA CENTRO
VALENTIN GOMEZ FARIAS,205,45169,LINDAVISTA
Anillo Periferico,5300-A,45598,ARTESANOS
AV. PATRIA,1966-3,45110,*COLOMOS PATRIA
PROLONGACION ANILLO PERIFERICO ,761-A,45629,*SAN MARTIN DE LAS FLORES ABAJO
CARRET. GUADALAJARA-COLIMA,801,45645,SAN AGUSTIN
CARRETERA INTERNACIONAL GDL-NOGALES,KM 175.3,63870,CHAPALILLA
AUTOPISTA GUADALAJARA ZAPOTLANEJO,5050,45400,EL AMIAL
AV. FEDERALISTAS,2380,45138,JARDINES DEL VALLE
VOLCAN QUINCEO,5263,45079,PASEOS DEL SOL 1RA SECC
PROLONGACION MARIANO OTERO,1270-A,45067,MARIANO OTERO
SEBASTIAN BACH,4958,45030,PRADOS DE GUADALUPE
AV. SAN JORGE,148,45150,SEATTLE
SALVADOR QUEVEDO Y ZUBIETA,500,44360,LA PERLA
AV. ALLENDE,905,63070,EMILIANO ZAPATA
AV. VALLE DE MEXICO,2690,45138,JARDINES DEL VALLE
AVILA CAMACHO,1275-27,44200,ARTESANOS
AV. DEL MERCADO,1578,44530,MERCADO DE ABASTOS
AV. MANUEL J. CLOUTHIER,326,45038,LOMAS DE GUADALUPE
AV. RIO BLANCO,980,45118,LOMAS DEL BOSQUE
MARCELINO GARCIA BARRAGAN,2460,44870,ATLAS
OCAMPO,139-A,44100,GUADALAJARA CENTRO
PROL. AV. RIO BLANCO,1291,45180,*BOSQUES DEL CENTINELA
AV. TEPEYAC,4462,45050,PRADOS TEPEYAC
AV. GUADALUPE,4449,45040,CIUDAD DE LOS NIÑOS
KM. 19.3 AUTOPISTA GUAD-ZAPOTLANEJO,1040,45400,EL AMIAL
12 DE DICIEMBRE,700,45040,CHAPALITA ORIENTE
8 DE JULIO,1638,44910,OCHO DE JULIO 1RA SECC
AV. GUADALUPE,6120,45047,GUADALUPE
AV. MOCTEZUMA,6325,45053,HACIENDA DEL TEPEYAC
AV. PATRIA,10,44990,EL MANANTIAL
CALZADA INDEPENDENCIA NORTE ,3785-A,44240,RICARDO FLORES MAGON
AV. SANTA MARGARITA,4676,45136,*JARDIN REAL
GOLFO DE CORTES,2981-A,44690,VALLARTA SAN JORGE
AV. LOPEZ MATEOS,4299,45087,LOMA BONITA PONIENTE
AV. MARIANO OTERO,5620,45079,PASEOS DEL SOL 1RA SECC
AV. ABEDULES,3701,45120,LOS PINOS
AV. TEPEYAC,1298,45040,CHAPALITA ORIENTE
HIPODROMO,110,45160,ALTAMIRA
LAZARO CARDENAS,2776,45560,ALAMO
AV. VALLARTA,3959 L.35S,45049,DON BOSCO VALLARTA
KM. 7 + 940 CARRET. ZAPOTLANEJO-GUAD.,S/N,45430,ZAPOTLANEJO
PROLONG. MARIANO OTERO,5850,45236,JARDINES DE IXTEPETE
AV. PERIFERICO NORTE,10-A,45130,ZAPOPAN NORTE
PATRIA,866,45034,JARDINES DEL TEPEYAC
AV. GUADALUPE,6495,45030,PLAZA GUADALUPE
AV. SOLIDARIDAD,S/N,45309,TALA
CALZADA INDEPENDENCIA NORTE,2253,44320,MONUMENTAL
EULOGIO PARRA,2584,44670,PRADOS DE PROVIDENCIA
KM. 17 CARRET. GUADALAJARA-CHAPALA,S/N,45672,EL ZAPOTE DEL VALLE
PASEO DE LOS VIRREYES,780,45110,VIRREYES RESIDENCIAL
AV. OBSIDIANA,3494,45087,LOMA BONITA PONIENTE
Av. REVOLUCION,1797,44410,LA LOMA
CAMINO REAL A COLIMA,389,45600,SANTA ANITA
TENOCHTITLAN,1 LOCAL A,45050,CIUDAD DEL SOL
CIRCUNVALACION OBLATOS,2235,44716,CIRCUNVALACION OBLATOS
MARIANO OTERO,3245,44550,VERDE VALLE
KM. 474 + 100 AUTOPISTA GUADALAJARA - MEXICO,S/N,45430,ZAPOTLANEJO
AV. LOPEZ MATEOS,2238,45050,CIUDAD DEL SOL
CARRETERA ATOTONILCO-GUADALAJARA KM 6A,S/N,47779,EL NACIMIENTO
HACIENDA DE LAS FLORES ,225,45428,LOS PAJARITOS
MADERO,93,59600,ZAMORA DE HIDALGO CENTRO
CARRETERA GUADALAJARA-MORELIA 2055-A,2055 - A,45640,*BUENA VISTA
VILLA DE LA TORRE ,10,63173,CIUDAD INDUSTRIAL
ANTIGUA CARRETERA A CHAPALA  LOCAL 1,5627-1,45690,*LAS PINTAS
HIDALGO ,199 PTE,63940,*CENTRO
SALVADOR QUEVEDO Y ZUBIETA,877,44360,LA PERLA
HIDALGO ,111 NTE,63787,*EL INDIO
AV MEXICO ,2642,44600,LADRON DE GUEVARA
KM. 32.5 CARRET. SANTA ROSA - LA BARCA,104,45957,*EL SANTUARIO
CARRETERA INTERNACIONAL GDL-NOGALES,KM 152,63920,AHUACATLAN
AV. CONCHITA,4629-18,45607,*LOMAS DE LA VICTORIA 
CONSTITUCION,506-A,63200,TUXPAN CENTRO
PRISCILIANO SANCHEZ SUR,149,63000,TEPIC CENTRO
CALZ. INDEPENDENCIA NORTE ,4540,44250,HUENTITAN EL BAJO
ANTIGUO CAMINO A TESISTAN,379,45138,*LA TUZANIA
ALVARO OBREGON,14,45500,TLAQUEPAQUE CENTRO
AV. MEXICO SUR,129,63000,TEPIC CENTRO
AV RAFAEL SANZIO,771-A,45037,ARCOS DE GUADALUPE
SAN JACINTO,5,44810,SAN ANDRES
ZACATECAS ,50,63000,TEPIC CENTRO
AV. FARO,2585,44540,BOSQUES DE LA VICTORIA
BELISARIO DOMINGUEZ,2520,44300,LA FEDERACHA SECC CALZADA
LAZARO CARDENAS,3810-C,45040,JARDINES DE SAN IGNACIO
BLVD. LOMAS DEL SUR,120,45650,*LOMAS DEL SUR 
PERIFERICO SUR  ,Int. 1,45606,BALCONES DE SANTA MARIA
AV. VALLARTA,2451,44130,ARCOS VALLARTA
LIBRAMIENTO CARRET. CHAPALA - AJIJIC,132-1,45920,AJIJIC
Carretera Guadalajara-Chapala Km 25,2501-B,45860,SANTA ROSA
AV PATRIA ,2414,45177,LAGOS DEL COUNTRY 2DA SECC
AV. LOPEZ MATEOS ,2,45650,SANTA ANITA
AV. INDEPENDENCIA,355,63170,LOS LLANITOS
KM. 137.5 CARRETERA ACATIC,S/N,45470,ACATIC
Calle 5,1463,44940,ZONA INDUSTRIAL
FELIPE ANGELES,329,44730,PROGRESO
BLVD. PASEOS DEL VALLE,1140,45655,SANTA CRUZ DEL VALLE
AV. ZAPOPAN,837,63037,LOS VIVEROS
CARRETERA A SALTILLO,2496-A,45189,VILLA DE GUADALUPE
CARRETERA TEPIC-AGUAMILPA ,S/N,63173,*LA FLORESTA
ROBLE,596,63138,RINCON DE SAN JUAN
BOULEVARD TEPIC-XALISCO,150-42,63197,LOS FRESNOS INFONAVIT
IXTLAN,67,63197,LOS FRESNOS INFONAVIT
AV. ZAPOPAN ,2,63050,EL PARIAN
HIDALGO,1,63700,COMPOSTELA
CARRETERA CHAPALA-JOCOTEPEC,19,45920,AJIJIC
